1.55,-1.5663,4.4402,8.7306
1.5803,-1.4574,4.1814,8.6898
1.61,-1.2258,4.3994,8.54
1.64,-1.1441,4.3994,8.0769
1.6699,-1.076,4.3313,7.0145
1.702,-1.2667,4.8625,6.7829
1.73,-0.76274,4.8625,9.6977
1.7726,-0.65378,4.9442,8.6217
1.8101,-1.1169,5.3256,7.6683
1.8401,-0.91256,5.094,8.1995
1.8699,-1.0351,5.2166,8.4719
1.9,-1.2667,5.1349,8.0088
1.93,-1.2667,5.094,8.0496
1.9601,-1.1441,4.9442,8.1586
2,-0.91256,5.0123,8.1586
2.0405,-0.65378,5.4345,7.8862
2.08,-0.50395,5.6661,7.9679
2.11,-0.38137,5.4754,8.1995
2.14,-0.23155,5.4073,8.2812
2.17,-0.53119,5.3664,8.3493
2.2,-0.84446,5.6252,8.1995
2.2303,-0.61292,5.5162,8.1995
2.2601,-0.8036,6.0883,8.1177
2.2901,-0.99429,6.9328,7.8862
2.32,-0.42223,7.0553,8.54
2.3503,-0.040861,5.5571,9.0439
2.3801,0.38137,5.2438,8.8532
2.4102,0.50395,5.3256,8.54
2.44,0.61292,4.7944,8.4991
2.4705,0.65378,4.522,8.3084
2.5001,0.88532,4.522,8.6217
2.53,0.57205,4.3721,8.431
2.56,0.84446,4.4811,8.4719
2.59,0.76274,5.2847,8.8124
2.62,0.99429,5.7478,9.112
2.6505,0.88532,5.3664,9.1529
2.6814,0.34051,4.6718,8.431
2.7101,0.31327,4.1814,8.2812
2.74,-0.10896,4.0997,7.927
2.77,-0.081722,4.7126,8.2812
2.8,0.081722,5.094,8.8941
2.8299,0.10896,5.094,8.8532
2.86,-0.040861,4.9033,8.2403
2.89,-0.081722,4.8625,8.3493
2.92,-0.040861,4.7944,8.54
2.963,-1.3348,4.985,7.8589
3.0002,-0.61292,5.094,9.3844
3.0446,-0.42223,5.4073,8.8532
3.08,-0.91256,5.2847,8.3084
3.1101,-0.8036,4.7535,8.8124
3.1399,-0.57205,4.4811,8.4719
3.1709,-0.57205,4.5628,8.3493
3.2,-0.61292,4.8216,8.3901
3.2299,-0.57205,4.9033,8.7306
3.2599,-0.84446,4.985,8.8532
3.29,-0.95342,4.7535,8.3084
3.3199,-0.76274,4.5628,8.2403
3.35,-0.53119,4.7535,7.927
3.38,-0.8036,4.9033,8.3493
3.4101,-0.95342,4.7944,8.6625
3.4412,-0.76274,4.7126,8.4719
3.4701,-1.0351,4.8625,8.2812
3.5001,-1.4165,4.9442,8.4719
3.53,-0.84446,4.7944,8.5808
3.5601,-0.76274,4.7126,9.1529
3.59,-0.99429,4.8625,8.431
3.6202,-0.76274,4.9033,8.4719
3.6501,-0.91256,4.4811,9.5751
3.68,-0.84446,4.4811,8.8941
3.71,-1.0351,4.985,8.1177
3.7401,-1.1441,5.2847,8.4719
3.77,-1.1441,5.5162,8.9213
3.8,-0.88532,5.9385,8.9622
3.84,0.14982,6.0883,8.6898
3.8708,0.081722,5.0123,8.3084
3.9143,-0.53119,4.8625,7.3141
3.9504,-0.76274,4.7126,7.246
3.99,-0.50395,5.094,7.6955
4.0445,-0.34051,5.6661,8.3493
4.1202,-0.29965,5.5571,8.1177
4.1582,-0.34051,5.5162,7.6955
4.1904,-0.34051,5.5162,7.7772
4.2202,-0.29965,5.7069,7.6955
4.2502,-0.19068,5.8976,7.5865
4.2825,0.040861,5.7478,7.6683
4.3204,0.38137,5.6661,7.5048
4.3604,1.1441,5.8295,7.464
4.3902,1.2667,6.0474,7.246
4.4201,1.3757,6.0883,7.0826
4.4502,1.7298,6.3607,7.464
4.4803,2.152,6.7421,7.355
4.5229,2.3427,7.0145,6.9736
4.5651,2.4925,6.7012,6.17
4.6103,3.0237,6.5105,6.2109
4.6403,2.9148,5.7886,6.4697
4.6704,2.9829,5.9385,7.246
4.7002,2.8739,6.4016,7.6274
4.73,2.8739,6.8238,7.7772
4.7703,2.7922,7.1643,6.6604
4.8005,2.9556,7.1234,6.1292
4.8303,3.0646,7.1643,6.1292
4.9601,-2.4108,8.6898,1.9477
5.0073,-3.0646,6.4016,1.7979
5.04,-1.3348,5.4345,1.6481
5.0702,0.081722,6.7829,1.4982
5.1002,0.53119,7.5048,2.3427
5.1302,-0.69464,8.6217,4.0589
5.1603,-1.7979,9.6568,4.8625
5.1902,-1.9886,9.3844,4.1406
5.2202,-2.2201,8.7306,3.0237
5.2503,-2.7241,9.0439,2.7241
5.2803,-3.5277,10.46,4.2904
5.3101,-4.1406,11.836,5.7886
5.3402,-4.018,12.64,3.5277
5.3702,-2.3427,12.912,1.1441
5.4003,-1.3348,11.754,-0.19068
5.4302,-1.6481,9.9156,-1.6481
5.4602,-2.8739,8.7306,-1.4982
5.4902,-3.4051,8.8941,-0.14982
5.5202,-2.4925,9.003,1.4982
5.5502,-1.3757,8.5808,2.6423
5.5802,-1.1169,7.8181,3.0237
5.6101,-1.2258,6.6331,2.0294
5.6403,-1.185,6.0202,0.92618
5.6702,-1.6481,6.5514,1.3757
5.7002,-2.5606,7.2733,2.0703
5.7305,-2.8739,7.8181,2.5334
5.7603,-2.7513,8.2812,3.1735
5.7902,-1.7298,8.54,3.7592
5.8203,-1.4165,9.6977,3.7865
5.8501,-2.3699,10.569,4.9033
5.8805,-2.2201,10.924,5.4073
5.9103,-0.46309,12.953,3.7184
5.9402,-1.1169,12.953,1.9886
5.9702,-2.5606,10.379,0.46309
6.0003,-0.23155,9.9973,-0.76274
6.0302,1.1169,10.501,-0.040861
6.0601,-0.53119,10.147,1.2667
6.0902,-3.1735,8.8124,2.152
6.1202,-3.909,6.9736,2.4517
6.1502,-3.2144,5.8295,2.152
6.1802,-2.6423,5.6252,1.6889
6.2102,-1.9205,5.9793,1.8387
6.2403,-1.5663,6.5514,2.7649
6.2702,-1.4574,7.0145,3.1735
6.3002,-1.6889,7.6955,4.0997
6.3301,-2.4108,8.2403,3.9908
6.3603,-3.0646,8.9213,3.337
6.3901,-3.8682,9.9565,3.5958
6.4202,-4.522,11.182,5.2166
6.4502,-5.094,11.496,5.7886
6.4803,-4.985,11.264,3.3778
6.5102,-3.8273,11.455,1.9477
6.5401,-3.3642,11.346,1.3076
6.5703,-3.2144,9.5751,-0.29965
6.6003,-3.4459,8.431,-0.99429
6.6305,-3.2961,8.54,-0.27241
6.6602,-2.5334,9.2755,1.5391
6.6902,-2.0703,8.9213,2.6015
6.7203,-2.1112,7.927,2.8739
6.7501,-2.3427,6.9328,2.5606
6.7802,-2.3018,6.2381,1.9477
6.8103,-1.7979,6.279,0.72188
6.8403,-1.9886,6.9736,0.99429
6.8703,-2.6015,7.7364,2.261
6.9002,-2.7241,8.3493,3.5685
6.9302,-2.5334,8.54,4.2087
6.9602,-1.9477,9.1529,4.4402
6.9903,-1.7298,9.8884,4.9033
7.0202,-2.7241,9.616,5.4345
7.0502,-2.8739,9.6568,5.2166
7.0803,-2.1384,11.141,3.9499
7.1102,-2.261,11.536,1.6072
7.1402,-1.4982,10.733,0.42223
7.1701,0.61292,10.992,1.1441
7.2003,0.99429,10.842,1.7979
7.2302,-0.88532,9.9156,2.1112
7.2603,-2.6832,8.2403,1.9477
7.2902,-2.6832,6.7829,1.9886
7.3202,-1.757,6.17,1.9477
7.3503,-0.8036,6.3607,2.3699
7.3802,-0.040861,6.9328,2.7241
7.4101,0.14982,7.8589,3.2961
7.4403,-0.081722,8.4991,3.2144
7.4702,-0.72188,8.5808,3.1054
7.5002,-1.4982,7.9679,3.1054
7.5304,-2.3018,7.7772,3.0237
7.5603,-2.9148,8.0088,2.6832
7.5902,-3.4459,8.9213,2.9829
7.6202,-3.6366,11.564,5.3664
7.6502,-4.2495,13.593,6.0202
7.6802,-3.7184,14.015,2.7241
7.7102,-1.9205,12.34,1.6889
7.7402,-1.5663,9.3844,0.42223
7.7702,-1.757,8.4991,-0.95342
7.8003,-1.7979,8.5808,-1.076
7.8302,-1.4982,9.003,0.57205
7.8602,-0.72188,9.1937,2.833
7.8903,-0.65378,8.2812,3.7592
7.9203,-1.185,6.9328,2.6015
7.9502,-1.2258,6.0883,1.0351
7.9803,-1.5255,6.3607,1.5391
8.0102,-2.1384,7.1643,2.6832
8.0403,-2.4108,7.8589,3.2961
8.0703,-2.4925,8.3084,4.0589
8.1002,-2.1384,8.4719,4.018
8.1302,-2.3699,8.431,3.6366
8.1603,-3.1054,8.7306,4.1814
8.1903,-3.4459,9.6977,4.6718
8.2202,-3.1054,10.12,4.2904
8.2503,-1.8796,10.924,3.5685
8.2803,-0.27241,12.912,2.5334
8.3102,-0.72188,11.918,1.1441
8.3406,-0.91256,10.079,1.757
8.3704,-0.29965,10.733,2.8739
8.4003,-1.2258,10.42,2.4925
8.4301,-3.5277,9.3436,2.1793
8.4602,-4.018,7.7772,2.4517
8.4905,-3.2961,6.0202,2.5334
8.5201,-2.0294,5.0531,2.5606
8.5502,-0.34051,5.3664,2.4108
8.5802,0.76274,5.598,2.3699
8.6105,0.61292,7.0145,3.4051
8.6403,-0.72188,8.431,5.1757
8.6701,-1.3757,8.3901,4.8625
8.7002,-1.7298,8.1586,3.8682
8.7302,-2.5606,8.9622,3.7184
8.7603,-2.7241,10.46,4.3721
8.7904,-2.2201,11.645,6.6331
8.8202,-3.2144,11.795,6.7421
8.8502,-3.7592,11.564,3.1735
8.8803,-2.261,11.346,1.1169
8.9102,-1.3076,10.951,0.10896
8.9402,-1.8387,10.147,-1.3348
8.9702,-3.1735,9.6977,-1.2667
9.0002,-4.3313,10.038,0.65378
9.0302,-3.4459,9.4253,2.7922
9.0601,-1.9205,8.431,3.4459
9.0901,-0.69464,7.3141,2.5606
9.1203,0.76274,5.8976,0.50395
9.1502,1.1441,5.9385,0.040861
9.1803,-0.27241,6.1292,0.99429
9.2101,-1.5255,7.246,2.0294
9.2403,-2.0703,8.6217,2.4925
9.2701,-2.4925,8.8941,2.9148
9.3001,-2.5334,9.003,3.1735
9.3301,-2.4925,9.8884,3.7184
9.3603,-3.2553,10.883,5.0123
9.3901,-3.4459,11.305,5.7478
9.4202,-1.6072,12.34,4.3313
9.4503,-0.23155,11.346,1.076
9.4803,0.61292,9.4253,-0.76274
9.5101,1.185,11.182,0.38137
9.5402,0.61292,12.027,1.5663
9.5704,-1.1441,10.27,1.9886
9.6003,-3.2961,7.9679,2.1793
9.6303,-3.7184,6.1292,2.4108
9.6602,-2.1112,5.6661,2.0294
9.6903,-0.69464,5.2847,1.5391
9.7203,-0.040861,4.985,0.99429
9.7503,0.31327,6.3607,2.2201
9.7802,0.19068,8.6217,3.9908
9.8102,-0.53119,9.4661,4.0589
9.8401,-1.9205,9.4661,3.4051
9.8703,-3.4459,10.501,3.6366
9.9003,-4.7126,11.373,4.4402
9.9303,-4.7126,12.068,6.0883
9.9604,-4.8625,11.877,5.6661
9.9902,-4.2087,11.564,2.6423
10.02,-2.1112,11.073,0.72188
10.05,-0.91256,10.147,-1.0351
10.08,-1.185,9.2346,-2.3018
10.11,-2.1384,9.003,-1.7979
10.14,-2.833,10.079,0.88532
10.17,-2.3699,10.147,3.4868
10.2,-1.6889,8.8941,4.2087
10.24,-1.3757,6.7012,2.9556
10.27,-0.61292,5.3256,0.53119
10.3,-0.27241,5.7478,1.1169
10.33,-0.57205,6.4697,2.0294
10.36,-1.5663,7.0826,3.0237
10.39,-1.6481,8.0088,3.1735
10.42,-1.1441,8.9622,3.337
10.45,-1.6072,9.5751,3.7184
10.48,-3.909,10.27,5.0531
10.51,-5.203,10.569,6.1292
10.54,-2.1793,12.149,5.0123
10.57,-0.23155,11.877,2.6423
10.6,0.23155,10.801,0.88532
10.63,0.84446,10.569,1.5663
10.66,0.14982,10.692,2.9556
10.69,-1.8387,9.2755,2.4925
10.72,-3.5958,7.4367,1.9886
10.75,-3.4868,6.3198,1.8796
10.78,-2.7513,5.5571,2.3018
10.81,-1.6889,5.4073,2.7922
10.841,-0.29965,6.4016,2.833
10.87,0.57205,7.5457,3.337
10.9,0.10896,8.54,4.018
10.93,-1.5663,8.9622,4.6037
10.96,-2.4108,8.54,4.6037
10.99,-3.3642,8.0769,4.018
11.02,-3.8273,8.8941,3.0646
11.05,-2.4925,10.883,4.4811
11.08,-1.8796,11.986,7.0553
11.11,-2.6423,11.223,5.2438
11.14,-2.6832,11.223,2.0703
11.17,-1.6889,11.032,0.99429
11.2,-1.7298,10.311,-0.34051
11.23,-2.7241,9.9973,-0.88532
11.26,-3.909,10.569,0.31327
11.29,-3.8682,10.651,2.6423
11.32,-2.6832,9.112,3.9499
11.35,-2.1793,7.3958,4.0997
11.38,-1.7298,5.9793,2.7922
11.41,-0.95342,4.9442,0.99429
11.44,-0.23155,5.1349,0.69464
11.47,-0.53119,6.4424,1.6481
11.5,-1.9477,7.5457,2.5334
11.53,-2.5606,8.6217,3.1463
11.56,-2.4925,9.3027,3.7184
11.59,-2.4925,9.7249,4.3994
11.62,-3.7184,10.079,5.4345
11.65,-4.2904,10.311,5.8567
11.68,-3.0237,10.924,5.4073
11.71,-1.7298,11.836,4.2087
11.741,-2.7513,10.992,2.152
11.77,-1.7298,9.4253,0.61292
11.801,-0.14982,9.5751,1.3076
11.83,-0,10.12,2.7649
11.861,-1.4165,9.1529,2.5334
11.89,-3.2961,8.1586,2.152
11.92,-3.5685,6.5922,1.3076
11.95,-2.833,5.598,1.185
11.98,-1.3757,6.0883,1.757
12.01,-0.46309,6.8919,2.4517
12.04,-0.29965,7.6683,2.6832
12.07,-0.8036,8.9622,4.1814
12.1,-1.7979,9.003,4.6037
12.13,-2.1384,8.0496,4.1814
12.16,-2.7241,7.7364,3.4051
12.19,-2.9148,8.5808,2.7649
12.22,-2.3699,10.76,4.018
12.25,-2.7241,12.572,6.0202
12.28,-3.9771,13.443,4.8625
12.31,-2.7922,13.334,2.833
12.34,-1.6072,11.114,1.6481
12.37,-1.3348,8.9622,-0.57205
12.4,-1.3076,8.7715,-1.4574
12.43,-1.5255,9.003,-0.50395
12.46,-1.7298,9.616,1.9477
12.49,-1.6481,9.3027,3.8273
12.52,-1.9205,7.8862,4.2495
12.55,-1.9205,6.279,2.7649
12.58,-1.3757,5.3664,1.2667
12.61,-0.99429,5.2847,0.84446
12.641,-1.3757,6.0883,2.0294
12.67,-1.7979,6.7421,2.7241
12.7,-2.1112,7.464,3.2553
12.73,-2.2201,8.7715,3.9499
12.76,-2.7513,10.733,4.6037
12.79,-4.0997,11.536,5.7069
12.82,-4.6718,11.536,6.6331
12.85,-2.4925,11.986,6.0883
12.88,-0.99429,11.918,4.1406
12.91,-0.72188,10.311,1.185
12.94,0.72188,8.7715,-0.23155
12.97,1.2667,9.8066,0.76274
13.001,0.34051,9.9156,1.757
13.03,-1.5255,9.003,2.3018
13.06,-2.8739,7.8181,2.4517
13.09,-2.7513,6.6331,2.5606
13.12,-3.0237,5.7069,2.261
13.15,-2.5606,6.2381,2.1112
13.18,-1.6072,7.0826,2.7922
13.21,-0.91256,7.5457,3.0646
13.24,-0.29965,8.3901,3.4051
13.27,-0.27241,8.6625,4.0997
13.3,-1.1441,8.3493,4.0589
13.33,-0.91256,8.4991,3.1054
13.36,-0.8036,9.9156,3.1735
13.39,-2.1793,10.992,5.1757
13.42,-3.9499,11.645,6.851
13.45,-5.4345,12.79,5.094
13.48,-3.8682,12.108,2.7922
13.511,-2.0294,10.311,0.8036
13.54,-1.7298,9.7658,-0.65378
13.57,-1.9886,9.9156,-0.27241
13.6,-2.5334,9.1529,1.4574
13.63,-2.1793,7.8862,3.2553
13.66,-1.4574,7.5048,3.909
13.69,-1.5255,6.9736,3.0237
13.72,-2.0703,6.17,1.4574
13.75,-2.0703,5.8567,0.99429
13.78,-1.8387,6.851,1.4982
13.81,-1.6889,7.246,2.3699
13.84,-1.8796,7.0826,2.8739
13.87,-2.4925,7.927,3.2553
13.9,-2.4517,8.9622,3.337
13.93,-3.0646,9.8475,4.1406
13.96,-4.3313,10.147,6.0202
13.99,-4.2904,10.692,6.279
14.02,-2.3427,11.795,4.0997
14.05,-0.99429,11.686,2.7922
14.08,-0.53119,9.3844,2.6832
14.11,-0.34051,9.6977,1.6481
14.14,-0.42223,10.147,1.6889
14.17,-1.5255,9.6977,2.5334
14.2,-2.6423,8.7715,3.6775
14.23,-2.5606,7.6683,3.9499
14.26,-1.9477,6.7421,3.1054
14.29,-1.6889,6.0474,1.7979
14.32,-1.3076,5.8295,1.7979
14.35,-0.57205,6.4016,2.5334
14.38,-0.99429,7.1643,3.7865
14.41,-1.2667,7.6955,4.3721
14.44,-1.4982,7.6274,3.909
14.47,-2.2201,7.9679,3.7592
14.5,-3.0237,9.4253,4.3994
14.53,-2.9829,11.032,5.7886
14.56,-2.7241,12.108,6.8919
14.59,-3.1463,12.027,4.8216
14.62,-2.261,11.645,1.9205
14.651,-1.1169,10.27,0.92618
14.68,-1.3757,9.616,-0.61292
14.71,-2.7513,9.5751,-0.95342
14.74,-3.4459,9.3844,0.88532
14.77,-2.8739,9.4253,3.2144
14.8,-2.1112,8.7306,3.7865
14.83,-1.8387,7.4367,2.4517
14.86,-1.7979,6.4424,1.4982
14.891,-1.757,5.9793,1.2667
14.92,-1.4574,6.0202,1.2258
14.95,-1.7298,6.7829,1.8796
14.98,-2.2201,7.8862,2.833
15.01,-2.0703,8.4719,3.1054
15.04,-1.5255,8.9622,3.1463
15.07,-1.185,10.12,3.9499
15.1,-1.8387,11.305,5.2847
15.13,-3.7184,11.373,6.2109
15.16,-2.7513,12.721,5.3256
15.19,-1.2667,13.103,2.4925
15.22,-0.65378,10.733,-0.27241
15.25,0.92618,10.12,-0.8036
15.28,1.076,10.801,0.31327
15.31,0.23155,9.3027,0.69464
15.34,-1.1441,8.1177,0.92618
15.37,-2.4517,7.2733,1.2667
15.4,-2.3018,6.5922,1.6072
15.43,-1.5255,6.7829,2.261
15.46,-0.69464,6.9328,2.4108
15.49,-0.34051,7.0826,2.3018
15.52,-0.10896,7.464,2.7922
15.55,-0.040861,7.7364,3.1054
15.58,-0.53119,7.8181,3.5685
15.611,-1.1169,7.927,3.5685
15.64,-1.185,8.5808,3.337
15.67,-0.99429,9.9565,5.2166
15.7,-1.8387,10.883,7.6955
15.73,-3.9771,11.073,6.7829
15.76,-4.2495,13.484,2.7241
15.79,-1.6889,13.634,0.081722
15.82,-0.040861,12.177,-0.99429
15.85,-1.185,10.692,-0.65378
15.88,-2.3427,9.8884,1.5391
15.91,-1.6889,9.2346,3.5958
15.94,-0.57205,7.927,3.8273
15.97,-0.42223,6.8238,2.5334
16,-0.50395,6.2109,1.6072
16.03,-0.42223,5.7069,1.3757
16.06,-0.69464,5.8567,1.6889
16.09,-1.1169,6.2381,2.3427
16.12,-1.8796,6.7421,2.9829
16.15,-1.9205,7.464,3.2553
16.18,-1.1169,8.8124,3.6366
16.21,-0.61292,10.229,4.2904
16.24,-2.0294,10.842,5.3256
16.27,-4.3721,10.692,6.3198
16.3,-3.8273,11.032,6.0883
16.33,-0.88532,12.299,4.2495
16.36,0.10896,12.912,1.2258
16.39,0.42223,11.727,-0.57205
16.42,1.3757,10.883,-0.61292
16.45,1.6072,10.379,-0.14982
16.48,0.46309,9.3844,0.57205
16.51,-0.99429,8.7715,1.4574
16.54,-1.6481,7.5865,2.0703
16.57,-1.4574,6.7421,1.757
16.6,-1.0351,6.5922,1.6889
16.63,-0.72188,6.5514,2.0294
16.66,-0.8036,6.6331,3.1735
16.69,-0.91256,7.0826,3.909
16.72,-1.185,7.1234,3.7865
16.75,-1.5255,7.2052,3.4868
16.78,-2.2201,7.9679,3.7592
16.81,-3.0646,10.038,4.5628
16.84,-3.4459,11.727,6.2109
16.87,-3.2144,11.795,7.355
16.9,-3.4459,11.564,4.8625
16.93,-2.3427,11.959,2.1793
16.96,-0.69464,11.182,1.4574
16.99,-0.91256,10.229,0.040861
17.02,-1.9886,9.3844,0.081722
17.05,-3.0237,9.0439,2.2201
17.08,-2.6832,8.6625,3.7865
17.11,-1.5663,7.8862,3.1054
17.14,-0.8036,6.7829,2.1112
17.17,-0.46309,5.8976,1.4982
17.2,-0.61292,5.6661,1.5663
17.23,-0.76274,6.0474,2.261
17.26,-1.1441,6.6331,2.5334
17.29,-1.5255,7.6955,3.2144
17.32,-1.3076,9.3844,3.909
17.351,-0.91256,10.692,4.8625
17.38,-1.2667,11.305,6.0202
17.411,-2.4925,11.141,6.2381
17.44,-2.0703,10.379,5.8295
17.47,-0.14982,10.801,4.8625
17.5,0.27241,11.414,2.261
17.53,0.23155,10.338,0.040861
17.56,1.1441,9.6977,-0.84446
17.59,1.4982,10.42,-0.34051
17.62,0.50395,10.147,0.61292
17.65,-0.50395,9.616,1.4982
17.68,-0.91256,8.3084,2.1112
17.71,-0.46309,6.9328,2.0703
17.74,-0.081722,6.2109,1.4982
17.77,-0.27241,5.8295,1.4574
17.8,-0.8036,5.8976,1.9477
17.83,-0.99429,6.8238,2.9148
17.86,-1.3076,7.8589,3.5958
17.89,-1.9477,8.6217,3.9908
17.92,-2.7513,9.9565,4.0589
17.95,-2.5606,11.305,4.4811
17.98,-2.1112,11.754,6.4697
18.01,-3.1735,11.141,6.4016
18.04,-4.0589,10.951,1.9477
18.07,-2.6832,10.842,-0.69464
18.1,-2.4108,11.455,-1.3348
18.13,-3.9499,11.959,-2.1384
18.16,-5.598,11.414,-0.14982
18.19,-4.9442,10.61,2.833
18.22,-2.7922,9.0439,3.3778
18.25,-1.9886,6.851,2.0703
18.281,-1.6889,4.9033,0.92618
18.31,-1.4165,4.1814,0.42223
18.341,-0.95342,4.8216,0.57205
18.37,-1.1169,6.0474,1.1441
18.4,-1.7979,7.0826,1.8796
18.43,-2.1112,8.3493,3.3778
18.46,-2.1384,9.4661,4.3994
18.49,-2.6832,10.379,5.4345
18.52,-4.2495,10.42,6.5922
18.55,-5.0531,10.379,6.279
18.58,-2.1793,11.877,4.7944
18.61,-0.76274,11.414,1.7298
18.64,0.38137,10.61,0.10896
18.67,2.6423,12.83,0.19068
18.7,2.6832,12.83,0.99429
18.73,-0.10896,10.951,2.1793
18.761,-2.2201,9.0439,2.9148
18.79,-2.3699,7.2733,2.7922
18.82,-1.9205,6.17,2.0294
18.85,-1.3076,5.7886,1.6481
18.88,-0.61292,5.8976,2.0294
18.91,-0.29965,6.5105,2.4925
18.94,-0.14982,7.0553,2.9148
18.97,-0.65378,7.3141,3.1735
19.001,-1.6072,7.6274,3.6366
19.03,-2.3699,8.4719,4.4402
19.06,-1.9886,9.4661,5.5571
19.09,-0.76274,9.7249,5.9385
19.121,-0.91256,9.8066,6.279
19.15,-1.9477,9.5342,6.5514
19.18,-2.3018,9.6568,4.8625
19.21,-1.8387,11.496,2.4925
19.24,-1.185,12.258,1.5391
19.27,-1.757,11.564,0.42223
19.3,-2.7922,10.079,0.34051
19.33,-2.8739,9.5751,1.9205
19.36,-1.4574,9.2346,4.1406
19.39,-0.76274,8.0496,4.9033
19.421,-1.2667,6.6604,3.4868
19.45,-1.7298,6.0883,1.9205
19.48,-1.6072,6.3607,1.6889
19.51,-1.9477,6.7829,2.1112
19.54,-2.1793,6.851,2.7241
19.57,-2.1112,7.2052,3.1463
19.6,-1.3757,8.0088,3.1735
19.63,-0.10896,9.5751,3.9908
19.66,0.19068,10.801,5.6252
19.691,-1.6481,10.651,6.0202
19.72,-2.6015,10.12,5.0531
19.75,-0.46309,10.501,3.7865
19.78,0.99429,10.569,2.1793
19.81,0.69464,10.76,1.6481
19.84,0.95342,11.918,1.2667
19.87,0.72188,11.686,1.7979
19.9,-0.57205,10.76,1.9205
19.93,-1.1441,9.0439,1.7979
19.96,-0.53119,6.7829,1.7298
19.99,0.14982,5.7886,1.9205
20.02,0.081722,5.7069,1.9886
20.05,-0.19068,6.5922,2.4517
20.08,0.081722,7.9679,3.3778
20.11,-0.040861,9.003,3.4459
20.14,-1.076,8.8941,2.9829
20.17,-1.6072,8.431,3.2553
20.2,-1.9886,8.8532,3.8682
20.23,-2.3699,9.8884,4.6718
20.26,-2.3018,10.883,6.0883
20.29,-1.9886,11.346,7.1643
20.32,-2.1793,11.114,5.5162
20.35,-2.1112,11.264,1.9205
20.38,-1.185,10.992,-0.8036
20.41,-1.2258,10.651,-2.1793
20.44,-2.4925,10.12,-2.1793
20.47,-2.833,9.3436,-0.84446
20.5,-2.2201,9.112,1.3348
20.53,-1.2258,8.5808,2.7241
20.56,-1.0351,7.5048,2.6832
20.59,-1.6072,7.1643,2.261
20.62,-2.2201,7.2052,1.5663
20.65,-1.9205,7.1643,1.5663
20.68,-1.076,7.2733,2.1793
20.71,-1.4165,7.6274,2.7649
20.74,-2.4108,8.1995,3.0237
20.77,-2.5606,8.431,3.1735
20.8,-1.757,8.6625,3.4868
20.83,-1.6481,8.8941,3.8682
20.86,-2.7241,9.3844,4.5628
20.89,-4.0997,9.7658,5.2438
20.92,-4.1406,9.8066,5.2166
20.95,-2.261,10.883,4.5628
20.98,-1.4165,12.83,2.9829
21.012,-1.8387,11.959,0.31327
21.04,-0.42223,10.27,-0.72188
21.07,1.0351,11.073,-0.040861
21.1,0.69464,10.883,1.185
21.13,-1.3348,9.6977,2.0703
21.16,-2.6832,7.9679,2.7649
21.19,-3.1054,6.5105,2.4925
21.22,-2.7513,6.279,1.9205
21.25,-2.0294,6.4424,2.152
21.28,-1.6072,7.2052,2.1793
21.31,-1.8796,7.6274,3.1054
21.34,-1.6481,7.0826,3.5958
21.37,-1.4574,6.8238,3.4051
21.4,-1.1441,7.1643,2.7922
21.43,-0.23155,8.6217,2.7922
21.46,-0.19068,10.12,4.0997
21.49,-1.8387,10.529,5.9793
21.52,-4.0589,9.7658,5.8295
21.55,-4.8625,9.2755,4.3721
21.58,-4.4811,10.951,2.8739
21.61,-2.8739,12.912,1.2667
